,lat1,lat2,lon1,lon2
2692,49.217115838129544,49.22610864388494,-122.71508072825979,-122.70131269366786
2693,49.217115838129544,49.22610864388494,-122.70131269366786,-122.68754465907593
2694,49.217115838129544,49.22610864388494,-122.68754465907593,-122.67377662448399
2695,49.217115838129544,49.22610864388494,-122.67377662448399,-122.66000858989206
2696,49.217115838129544,49.22610864388494,-122.66000858989206,-122.64624055530012
2697,49.217115838129544,49.22610864388494,-122.64624055530012,-122.63247252070819
2698,49.217115838129544,49.22610864388494,-122.63247252070819,-122.61870448611626
2699,49.217115838129544,49.22610864388494,-122.61870448611626,-122.60493645152432
2700,49.217115838129544,49.22610864388494,-122.60493645152432,-122.59116841693239
2701,49.217115838129544,49.22610864388494,-122.59116841693239,-122.57740038234046
2702,49.217115838129544,49.22610864388494,-122.57740038234046,-122.56363234774852
2703,49.217115838129544,49.22610864388494,-122.56363234774852,-122.54986431315659
2704,49.217115838129544,49.22610864388494,-122.54986431315659,-122.53609627856466
2705,49.217115838129544,49.22610864388494,-122.53609627856466,-122.52232824397272
2706,49.217115838129544,49.22610864388494,-122.52232824397272,-122.50856020938079
2707,49.217115838129544,49.22610864388494,-122.50856020938079,-122.49479217478886
2708,49.217115838129544,49.22610864388494,-122.49479217478886,-122.48102414019692
2709,49.217115838129544,49.22610864388494,-122.48102414019692,-122.46725610560499
2710,49.217115838129544,49.22610864388494,-122.46725610560499,-122.45348807101306
2711,49.217115838129544,49.22610864388494,-122.45348807101306,-122.43972003642112
2712,49.217115838129544,49.22610864388494,-122.43972003642112,-122.42595200182919
2713,49.217115838129544,49.22610864388494,-122.42595200182919,-122.41218396723725
2714,49.217115838129544,49.22610864388494,-122.41218396723725,-122.39841593264532
2715,49.217115838129544,49.22610864388494,-122.39841593264532,-122.38464789805339
2716,49.217115838129544,49.22610864388494,-122.38464789805339,-122.37087986346145
2717,49.217115838129544,49.22610864388494,-122.37087986346145,-122.35711182886952
2718,49.217115838129544,49.22610864388494,-122.35711182886952,-122.34334379427759
2719,49.217115838129544,49.22610864388494,-122.34334379427759,-122.32957575968565
2720,49.217115838129544,49.22610864388494,-122.32957575968565,-122.31580772509372
2721,49.217115838129544,49.22610864388494,-122.31580772509372,-122.30203969050179
2722,49.217115838129544,49.22610864388494,-122.30203969050179,-122.28827165590985
2723,49.217115838129544,49.22610864388494,-122.28827165590985,-122.27450362131792
2724,49.217115838129544,49.22610864388494,-122.27450362131792,-122.26073558672599
2725,49.217115838129544,49.22610864388494,-122.26073558672599,-122.24696755213405
2726,49.217115838129544,49.22610864388494,-122.24696755213405,-122.23319951754212
2727,49.217115838129544,49.22610864388494,-122.23319951754212,-122.21943148295018
2728,49.217115838129544,49.22610864388494,-122.21943148295018,-122.20566344835825
2729,49.217115838129544,49.22610864388494,-122.20566344835825,-122.19189541376632
2730,49.217115838129544,49.22610864388494,-122.19189541376632,-122.17812737917438
2731,49.217115838129544,49.22610864388494,-122.17812737917438,-122.16435934458245
2732,49.217115838129544,49.22610864388494,-122.16435934458245,-122.15059130999052
2733,49.217115838129544,49.22610864388494,-122.15059130999052,-122.13682327539858
2734,49.217115838129544,49.22610864388494,-122.13682327539858,-122.12305524080665
2735,49.217115838129544,49.22610864388494,-122.12305524080665,-122.10928720621472
2736,49.217115838129544,49.22610864388494,-122.10928720621472,-122.09551917162278
2737,49.217115838129544,49.22610864388494,-122.09551917162278,-122.08175113703085
2738,49.217115838129544,49.22610864388494,-122.08175113703085,-122.06798310243892
2739,49.217115838129544,49.22610864388494,-122.06798310243892,-122.05421506784698
2740,49.217115838129544,49.22610864388494,-122.05421506784698,-122.04044703325505
2741,49.217115838129544,49.22610864388494,-122.04044703325505,-122.02667899866312
2742,49.217115838129544,49.22610864388494,-122.02667899866312,-122.01291096407118
2743,49.217115838129544,49.22610864388494,-122.01291096407118,-121.99914292947925
2744,49.22610864388494,49.23510144964034,-123.4998587,-123.48608815978655
2745,49.22610864388494,49.23510144964034,-123.48608815978655,-123.47231761957309
2746,49.22610864388494,49.23510144964034,-123.47231761957309,-123.45854707935963
2747,49.22610864388494,49.23510144964034,-123.45854707935963,-123.44477653914618
2748,49.22610864388494,49.23510144964034,-123.44477653914618,-123.43100599893272
2749,49.22610864388494,49.23510144964034,-123.43100599893272,-123.41723545871926
2750,49.22610864388494,49.23510144964034,-123.41723545871926,-123.4034649185058
2751,49.22610864388494,49.23510144964034,-123.4034649185058,-123.38969437829235
2752,49.22610864388494,49.23510144964034,-123.38969437829235,-123.37592383807889
2753,49.22610864388494,49.23510144964034,-123.37592383807889,-123.36215329786543
2754,49.22610864388494,49.23510144964034,-123.36215329786543,-123.34838275765198
2755,49.22610864388494,49.23510144964034,-123.34838275765198,-123.33461221743852
2756,49.22610864388494,49.23510144964034,-123.33461221743852,-123.32084167722506
2757,49.22610864388494,49.23510144964034,-123.32084167722506,-123.3070711370116
2758,49.22610864388494,49.23510144964034,-123.3070711370116,-123.29330059679815
2759,49.22610864388494,49.23510144964034,-123.29330059679815,-123.27953005658469
2760,49.22610864388494,49.23510144964034,-123.27953005658469,-123.26575951637123
2761,49.22610864388494,49.23510144964034,-123.26575951637123,-123.25198897615778
2762,49.22610864388494,49.23510144964034,-123.25198897615778,-123.23821843594432
2763,49.22610864388494,49.23510144964034,-123.23821843594432,-123.22444789573086
2764,49.22610864388494,49.23510144964034,-123.22444789573086,-123.2106773555174
2765,49.22610864388494,49.23510144964034,-123.2106773555174,-123.19690681530395
2766,49.22610864388494,49.23510144964034,-123.19690681530395,-123.18313627509049
2767,49.22610864388494,49.23510144964034,-123.18313627509049,-123.16936573487703
2768,49.22610864388494,49.23510144964034,-123.16936573487703,-123.15559519466358
2769,49.22610864388494,49.23510144964034,-123.15559519466358,-123.14182465445012
2770,49.22610864388494,49.23510144964034,-123.14182465445012,-123.12805411423666
2771,49.22610864388494,49.23510144964034,-123.12805411423666,-123.1142835740232
2772,49.22610864388494,49.23510144964034,-123.1142835740232,-123.10051303380975
2773,49.22610864388494,49.23510144964034,-123.10051303380975,-123.08674249359629
2774,49.22610864388494,49.23510144964034,-123.08674249359629,-123.07297195338283
2775,49.22610864388494,49.23510144964034,-123.07297195338283,-123.05920141316938
2776,49.22610864388494,49.23510144964034,-123.05920141316938,-123.04543087295592
2777,49.22610864388494,49.23510144964034,-123.04543087295592,-123.03166033274246
2778,49.22610864388494,49.23510144964034,-123.03166033274246,-123.017889792529
2779,49.22610864388494,49.23510144964034,-123.017889792529,-123.00411925231555
